292	Extrait des Rapports annuels des provinces	1	Extrait%20AND%20des%20AND%20Rapports%20AND%20annuels%20AND%20des%20AND%20provinces	https://www.idref.fr/Sru/Solr?q=persname_t:(EXTRAIT%20AND%20DES%20AND%20RAPPORTS%20AND%20ANNUELS%20AND%20DES%20AND%20PROVINCES)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
293	Extrait du Rapport annuel de 1912	1	Extrait%20AND%20du%20AND%20Rapport%20AND%20annuel%20AND%20de%20AND%201912	https://www.idref.fr/Sru/Solr?q=persname_t:(EXTRAIT%20AND%20DU%20AND%20RAPPORT%20AND%20ANNUEL%20AND%20DE%20AND%201912)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
294	Extrait du Rapport annuel de 1912 de la province de Vinh-Yen	1	Extrait%20AND%20du%20AND%20Rapport%20AND%20annuel%20AND%20de%20AND%201912%20AND%20de%20AND%20la%20AND%20province%20AND%20de%20AND%20Vinh-Yen	https://www.idref.fr/Sru/Solr?q=persname_t:(EXTRAIT%20AND%20DU%20AND%20RAPPORT%20AND%20ANNUEL%20AND%20DE%20AND%201912%20AND%20DE%20AND%20LA%20AND%20PROVINCE%20AND%20DE%20AND%20VINH-YEN)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
295	Extraits des Rapports médicaux annuels de 1911 	1	Extraits%20AND%20des%20AND%20Rapports%20AND%20médicaux%20AND%20annuels%20AND%20de%20AND%201911%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(EXTRAITS%20AND%20DES%20AND%20RAPPORTS%20AND%20MEDICAUX%20AND%20ANNUELS%20AND%20DE%20AND%201911%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
296	F. A. A. Clayton	1	F.%20AND%20A.%20AND%20A.%20AND%20Clayton	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20A.%20AND%20A.%20AND%20CLAYTON)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
297	F. Borrey	1	F.%20AND%20Borrey	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20BORREY)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
298	F. Borrey. I	1	F.%20AND%20Borrey.%20AND%20I	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20BORREY.%20AND%20I)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
299	F. Cazanove	1	F.%20AND%20Cazanove	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20CAZANOVE)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
300	F. Clément 	1	F.%20AND%20Clément%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20CLEMENT%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
302	F. Heckenroth	1	F.%20AND%20Heckenroth	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20HECKENROTH)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
303	F. J. Vernier 	1	F.%20AND%20J.%20AND%20Vernier%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20J.%20AND%20VERNIER%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
306	F. Montalieu	1	F.%20AND%20Montalieu	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20MONTALIEU)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
307	F. Noc	4	F.%20AND%20Noc	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20NOC)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
308	F. Noc 	2	F.%20AND%20Noc%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20NOC%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
309	F. Ramond	1	F.%20AND%20Ramond	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20RAMOND)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
310	F. Toullec	1	F.%20AND%20Toullec	https://www.idref.fr/Sru/Solr?q=persname_t:(F.%20AND%20TOULLEC)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
311	F.-M.-A. Legendre 	1	F.-M.-A.%20AND%20Legendre%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(F.-M.-A.%20AND%20LEGENDRE%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
324	Fournials. I	1	Fournials.%20AND%20I	https://www.idref.fr/Sru/Solr?q=persname_t:(FOURNIALS.%20AND%20I)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
325	Fr Turié	1	Fr%20AND%20Turié	https://www.idref.fr/Sru/Solr?q=persname_t:(FR%20AND%20TURIE)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
326	Fr.Turié	1	Fr.Turié	https://www.idref.fr/Sru/Solr?q=persname_t:(FR.TURIE)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
328	Franck Guichard	3	Franck%20AND%20Guichard	https://www.idref.fr/Sru/Solr?q=persname_t:(FRANCK%20AND%20GUICHARD)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
333	G Blin	1	G%20AND%20Blin	https://www.idref.fr/Sru/Solr?q=persname_t:(G%20AND%20BLIN)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
334	G. Barbézieux 	1	G.%20AND%20Barbézieux%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20BARBEZIEUX%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
335	G. Blin	1	G.%20AND%20Blin	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20BLIN)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
336	G. Bourret	2	G.%20AND%20Bourret	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20BOURRET)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
337	G. Delourmel	1	G.%20AND%20Delourmel	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20DELOURMEL)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
340	G. Hudellet	2	G.%20AND%20Hudellet	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20HUDELLET)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
341	G. J. Stefanopoulo 	1	G.%20AND%20J.%20AND%20Stefanopoulo%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20J.%20AND%20STEFANOPOULO%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
342	G. Lavier	2	G.%20AND%20Lavier	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20LAVIER)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
343	G. Ledentu	5	G.%20AND%20Ledentu	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20LEDENTU)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
344	G. Lefrou	2	G.%20AND%20Lefrou	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20LEFROU)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
345	G. Lefrou 	2	G.%20AND%20Lefrou%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20LEFROU%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
348	G. Mathis	1	G.%20AND%20Mathis	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20MATHIS)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
349	G. Merveilleux	1	G.%20AND%20Merveilleux	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20MERVEILLEUX)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
350	G. Milian 	1	G.%20AND%20Milian%20AND%20	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20MILIAN%20AND%20)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
351	G. Moustardier	1	G.%20AND%20Moustardier	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20MOUSTARDIER)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
353	G. Pille	1	G.%20AND%20Pille	https://www.idref.fr/Sru/Solr?q=persname_t:(G.%20AND%20PILLE)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	0
