86	BRESSON (P.)	BRESSON	P.	https://www.idref.fr/Sru/Solr?q=persname_t:BRESSON%20P.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BRESSON%20AND%20P.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	229	0
87	BRIDRE (J.)	BRIDRE	J.	https://www.idref.fr/Sru/Solr?q=persname_t:BRIDRE%20J.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BRIDRE%20AND%20J.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	1	0
88	BRIMONT (E.)	BRIMONT	E.	https://www.idref.fr/Sru/Solr?q=persname_t:BRIMONT%20E.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BRIMONT%20AND%20E.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	10	0
89	BROCHARD (V.)	BROCHARD	V.	https://www.idref.fr/Sru/Solr?q=persname_t:BROCHARD%20V.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BROCHARD%20AND%20V.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	135	0
90	BRODEN (A.)	BRODEN	A.	https://www.idref.fr/Sru/Solr?q=persname_t:BRODEN%20A.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BRODEN%20AND%20A.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	4	0
91	BROQUET (C.)	BROQUET	C.	https://www.idref.fr/Sru/Solr?q=persname_t:BROQUET%20C.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BROQUET%20AND%20C.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	41	0
92	BROQUET (CH.)	BROQUET	CH.	https://www.idref.fr/Sru/Solr?q=persname_t:BROQUET%20CH.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BROQUET%20AND%20CH.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	41	0
94	BRUCH (A.)	BRUCH	A.	https://www.idref.fr/Sru/Solr?q=persname_t:BRUCH%20A.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BRUCH%20AND%20A.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	47	0
95	BRUG (S.-L.)	BRUG	S.-L.	https://www.idref.fr/Sru/Solr?q=persname_t:BRUG%20S.-L.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BRUG%20AND%20S.-L.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	31	0
98	BRUYANT (L.)	BRUYANT	L.	https://www.idref.fr/Sru/Solr?q=persname_t:BRUYANT%20L.&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	https://www.idref.fr/Sru/Solr?q=persname_t:(BRUYANT%20AND%20L.)&sort=score%20desc&version=2.2&start=0&rows=30&indent=on&fl=id,ppn_z,recordtype_z:h,affcourt_z	23	0
